OrderNo, TotalOrderDiscount ,OrderTime,DeliveryTimeslot,OrderDate,DeliveryDate
415619568,    ,7.24 AM,Between 6:00 pm and 10:00 pm,5/26/2015,6/3/2015
925823110,-17.59,2.55 PM,Between 10:00 am and 2:00 pm,5/21/2015,5/23/2015
783231859,    ,5.16 PM,Between 2:00 pm and 6:00 pm,4/29/2015,5/1/2015
539781999,-83.09,8.02 PM,Between 10:00 am and 2:00 pm,6/24/2015,6/28/2015
269463205,-27.09,1.03 AM,Between 10:00 am and 2:00 pm,6/12/2015,6/17/2015
718417327,-9.59,9.55 PM,Between 10:00 am and 2:00 pm,6/29/2015,7/1/2015
921410110,-0.95,1.3 AM,Between 10:00 am and 2:00 pm,5/23/2015,5/25/2015
169999491,-0.7,6.22 PM,Between 10:00 am and 2:00 pm,4/15/2015,4/20/2015
407717567,-52,10.57 PM,Between 2:00 pm and 6:00 pm,5/25/2015,5/30/2015
25363758,-7.49,9.53 AM,Between 2:00 pm and 6:00 pm,6/23/2015,6/24/2015
457830104,-11.55,2.38 PM,Between 6:00 pm and 10:00 pm,5/10/2015,5/13/2015
329601728,-49.94,12.4 AM,Between 6:00 pm and 10:00 pm,5/6/2015,5/7/2015
620788343,-16.34,7.06 PM,Between 6:00 pm and 10:00 pm,5/27/2015,5/29/2015
719520705,-35.71,11.59 AM,Between 6:00 pm and 5:59 pm (next day),6/25/2015,7/7/2015
36020016,-7.49,5.08 PM,Between 10:00 am and 2:00 pm,5/27/2015,5/30/2015
671024123,-61.9,9.39 AM,Between 2:00 pm and 6:00 pm,6/11/2015,6/13/2015
682656022,-3.9,3.11 PM,Between 2:00 pm and 6:00 pm,5/31/2015,6/5/2015
761207721,-10.49,7.36 PM,Between 6:00 pm and 10:00 pm,5/20/2015,5/21/2015
905941892,-24.44,10.33 AM,Between 6:00 pm and 10:00 pm,6/26/2015,6/30/2015
552267358,-48.59,10.48 PM,Between 10:00 am and 2:00 pm,4/29/2015,5/5/2015
609711931,-0.25,9.13 PM,Between 10:00 am and 2:00 pm,4/18/2015,4/26/2015
871502647,    ,2.08 PM,Between 2:00 pm and 6:00 pm,5/22/2015,5/23/2015
27553211,-47.35,3.32 PM,Between 2:00 pm and 6:00 pm,6/7/2015,6/11/2015
108496618,-12.09,12.39 AM,Between 10:00 am and 2:00 pm,4/12/2015,4/16/2015
74226612,    ,6.13 PM,Between 6:00 pm and 5:59 pm (next day),4/5/2015,4/8/2015
697426042,-20.04,3.55 PM,Between 6:00 pm and 10:00 pm,4/11/2015,4/14/2015
136710766,-14.55,1.57 PM,Between 10:00 am and 2:00 pm,5/21/2015,5/23/2015
994768735,-10.39,1.32 PM,Between 6:00 pm and 10:00 pm,5/27/2015,5/30/2015
438253920,-51.82,3.25 PM,Between 10:00 am and 2:00 pm,5/26/2015,5/28/2015
496816726,-12.65,2.55 PM,Between 2:00 pm and 6:00 pm,5/19/2015,5/20/2015
983696408,-19.04,1.03 AM,Between 6:00 pm and 10:00 pm,4/20/2015,4/23/2015
582926165,-38.23,11.33 PM,Between 10:00 am and 2:00 pm,4/29/2015,5/1/2015
953936922,-24.95,7.25 PM,Between 10:00 am and 2:00 pm,6/18/2015,6/22/2015
429225568,-4.31,9.32 AM,Between 6:00 pm and 5:59 pm (next day),4/5/2015,4/8/2015
362637445,-24.09,6.33 PM,Between 2:00 pm and 6:00 pm,6/25/2015,6/26/2015
370895146,-3.03,11.37 AM,Between 10:00 am and 2:00 pm,4/8/2015,4/13/2015
503292415,-38.11,4.33 PM,Between 6:00 pm and 5:59 pm (next day),6/23/2015,6/26/2015
856485833,-21.85,9.58 PM,Between 10:00 am and 2:00 pm,5/26/2015,5/28/2015
39813165,-8.24,1.58 PM,Between 2:00 pm and 6:00 pm,6/21/2015,6/24/2015
789474129,-7.74,11.5 PM,Between 10:00 am and 2:00 pm,6/4/2015,6/9/2015
95328154,-33.79,11.22 PM,Between 6:00 pm and 10:00 pm,4/25/2015,4/28/2015
267661249,-30.39,10.54 PM,Between 6:00 pm and 10:00 pm,4/18/2015,4/27/2015
67220383,-17.99,11.59 PM,Between 10:00 am and 2:00 pm,6/20/2015,6/23/2015
911683200,-15.79,11.2 PM,Between 10:00 am and 2:00 pm,5/31/2015,6/3/2015
870510010,-26.79,1.19 PM,Between 2:00 pm and 6:00 pm,7/4/2015,7/11/2015
493639805,-11.4,2.5 AM,Between 6:00 pm and 10:00 pm,4/23/2015,4/24/2015
597514151,-42.64,1.58 PM,Between 10:00 am and 2:00 pm,5/9/2015,5/17/2015
366298989,-21.79,3.51 PM,Between 2:00 pm and 6:00 pm,5/18/2015,5/19/2015
320983488,-10.34,7.32 PM,Between 2:00 pm and 6:00 pm,5/27/2015,6/1/2015
77247729,-2.55,11.26 PM,Between 10:00 am and 2:00 pm,5/6/2015,5/8/2015
721751676,    ,11.39 PM,Between 2:00 pm and 6:00 pm,6/1/2015,6/3/2015
548760078,-16.5,11.14 PM,Between 6:00 pm and 10:00 pm,6/18/2015,6/20/2015
265137426,    ,4.17 PM,Between 10:00 am and 2:00 pm,6/5/2015,6/8/2015
581520766,-17.49,9.44 AM,Between 2:00 pm and 6:00 pm,6/20/2015,6/22/2015
30050644,-1.25,8.57 AM,Between 10:00 am and 2:00 pm,6/2/2015,6/3/2015
103888025,-11.14,7.43 AM,Between 2:00 pm and 6:00 pm,7/2/2015,7/3/2015
117070162,-5.55,10.17 PM,Between 10:00 am and 2:00 pm,5/13/2015,5/15/2015
105191222,    ,11.2 AM,Between 2:00 pm and 6:00 pm,6/23/2015,6/27/2015
318099490,-17.54,11.59 PM,Between 10:00 am and 2:00 pm,5/6/2015,5/8/2015
985378642,    ,11.08 AM,Between 10:00 am and 2:00 pm,5/3/2015,5/9/2015
228583295,-9.69,10.17 PM,Between 6:00 pm and 10:00 pm,6/6/2015,6/11/2015
978979635,-0.15,3.56 PM,Between 6:00 pm and 10:00 pm,6/18/2015,6/25/2015
633846660,-11.04,2.39 PM,Between 6:00 pm and 10:00 pm,5/27/2015,5/29/2015
857304852,-3.21,8.53 PM,Between 6:00 pm and 5:59 pm (next day),6/10/2015,6/12/2015
580667456,-15.34,11.09 AM,Between 6:00 pm and 10:00 pm,7/5/2015,7/7/2015
808303515,    ,12.26 PM,Between 10:00 am and 2:00 pm,6/5/2015,6/8/2015
805365951,-0.2,11.07 AM,Between 10:00 am and 2:00 pm,7/4/2015,7/7/2015
553220144,-2.3,8.37 AM,Between 10:00 am and 2:00 pm,6/23/2015,6/25/2015
199425737,-7.49,6.51 PM,Between 10:00 am and 2:00 pm,6/14/2015,6/16/2015
327575025,-14.7,7.04 PM,Between 6:00 pm and 10:00 pm,6/12/2015,6/16/2015
60542084,-18.39,11.4 AM,Between 2:00 pm and 6:00 pm,6/25/2015,6/26/2015
790817997,-21.44,9.42 PM,Between 6:00 pm and 10:00 pm,6/13/2015,6/16/2015
260659850,-12.96,3.16 PM,Between 10:00 am and 2:00 pm,4/13/2015,4/16/2015
366453763,-9.6,7.38 PM,Between 10:00 am and 2:00 pm,5/12/2015,5/14/2015
359259165,-28.79,9.09 AM,Between 10:00 am and 2:00 pm,6/26/2015,6/27/2015
972648652,-2.3,7.51 AM,Between 6:00 pm and 10:00 pm,6/1/2015,6/4/2015
207636006,-7.49,4.16 AM,Between 2:00 pm and 6:00 pm,4/15/2015,4/16/2015
877113104,-7.49,9.58 AM,Between 10:00 am and 2:00 pm,6/23/2015,6/30/2015
152613344,-11.75,4.02 PM,Between 6:00 pm and 10:00 pm,6/17/2015,6/18/2015
703962393,-30.24,8.38 PM,Between 6:00 pm and 10:00 pm,5/27/2015,5/29/2015
797742678,-10.44,1.53 PM,Between 10:00 am and 2:00 pm,5/13/2015,5/15/2015
409914041,-19.54,4.06 PM,Between 10:00 am and 2:00 pm,6/25/2015,6/27/2015
783741775,-16.4,8.15 AM,Between 6:00 pm and 10:00 pm,4/24/2015,4/27/2015
756359933,-18.85,12.1 PM,Between 6:00 pm and 10:00 pm,6/27/2015,6/29/2015
672602134,-16.84,11.57 PM,Between 2:00 pm and 6:00 pm,6/8/2015,6/12/2015
552746983,-15.89,10.17 PM,Between 6:00 pm and 10:00 pm,6/3/2015,6/6/2015
737235376,-56.74,5.46 PM,Between 6:00 pm and 10:00 pm,5/1/2015,5/5/2015
761180537,-15.95,3.2 PM,Between 2:00 pm and 6:00 pm,6/9/2015,6/12/2015
366979686,-19.29,12.45 PM,Between 10:00 am and 2:00 pm,5/21/2015,5/25/2015
861545563,-18.35,1.58 AM,Between 10:00 am and 2:00 pm,6/30/2015,7/1/2015
610673531,-14.49,2.17 PM,Between 10:00 am and 2:00 pm,6/1/2015,6/4/2015
77526041,-13.69,1.25 PM,Between 2:00 pm and 6:00 pm,6/7/2015,6/12/2015
731746520,-7.15,11.16 AM,Between 6:00 pm and 10:00 pm,7/4/2015,7/6/2015
721645625,-9.09,12.35 AM,Between 10:00 am and 2:00 pm,5/16/2015,5/19/2015
805858210,-16.25,2.06 PM,Between 6:00 pm and 10:00 pm,5/20/2015,5/22/2015
103188679,    ,1.28 PM,Between 6:00 pm and 10:00 pm,5/4/2015,5/6/2015
991462404,-2.3,1.51 PM,Between 2:00 pm and 6:00 pm,5/18/2015,5/25/2015
143228915,-28.94,5.22 AM,Between 10:00 am and 2:00 pm,4/8/2015,4/13/2015
934985223,-7.88,12.51 PM,Between 2:00 pm and 6:00 pm,6/4/2015,6/5/2015
677333380,-5.8,1.31 AM,Between 2:00 pm and 6:00 pm,6/30/2015,7/7/2015
491365884,-25.15,9.31 PM,Between 10:00 am and 2:00 pm,5/9/2015,5/12/2015
124186020,-19.69,11.32 PM,Between 10:00 am and 2:00 pm,6/19/2015,6/24/2015
668230239,-51.59,10.28 PM,Between 6:00 pm and 10:00 pm,6/1/2015,6/4/2015
518251775,-6.69,4.4 PM,Between 10:00 am and 2:00 pm,6/30/2015,7/2/2015
609252507,-19.76,5.13 PM,Between 6:00 pm and 5:59 pm (next day),6/19/2015,6/27/2015
903694736,-9.65,10.35 AM,Between 10:00 am and 2:00 pm,5/8/2015,5/11/2015
269287285,-17.54,8.56 AM,Between 10:00 am and 2:00 pm,6/4/2015,6/6/2015
999515546,-7.49,1.38 PM,Between 6:00 pm and 10:00 pm,5/27/2015,5/28/2015
746294536,-22.72,11.09 PM,Between 10:00 am and 2:00 pm,6/7/2015,6/15/2015
188332955,-7.49,6.54 PM,Between 10:00 am and 2:00 pm,6/26/2015,7/6/2015
524246656,-7.49,11.27 AM,Between 10:00 am and 2:00 pm,4/25/2015,4/28/2015
870197482,    ,9.11 AM,Between 2:00 pm and 6:00 pm,5/6/2015,5/7/2015
650348831,-17.49,2.18 PM,Between 2:00 pm and 6:00 pm,6/7/2015,6/12/2015
527229142,-20.24,9.4 AM,Between 2:00 pm and 6:00 pm,7/3/2015,7/10/2015
402260283,-1.65,7.23 PM,Between 6:00 pm and 10:00 pm,4/16/2015,4/17/2015
507289825,-24.24,5.42 PM,Between 2:00 pm and 6:00 pm,5/27/2015,5/29/2015
664327577,-212.67,5.12 PM,Between 6:00 pm and 10:00 pm,5/10/2015,5/12/2015
336642736,-1.5,7.51 PM,Between 2:00 pm and 6:00 pm,5/18/2015,5/19/2015
310181952,-16.19,3.03 PM,Between 2:00 pm and 6:00 pm,6/17/2015,6/18/2015
429648426,-2.2,5.29 PM,Between 6:00 pm and 10:00 pm,6/22/2015,6/23/2015
290183251,-17.9,5.29 PM,Between 6:00 pm and 10:00 pm,5/20/2015,5/22/2015
802570936,-10.7,11.35 PM,Between 2:00 pm and 6:00 pm,6/26/2015,6/29/2015
877859663,-22.08,2.38 PM,Between 10:00 am and 2:00 pm,7/1/2015,7/11/2015
444229382,-17.6,11.38 AM,Between 10:00 am and 2:00 pm,6/6/2015,6/11/2015
469023485,-29.89,5.04 PM,Between 10:00 am and 2:00 pm,4/21/2015,4/28/2015
363018640,-25.14,11.4 PM,Between 2:00 pm and 6:00 pm,6/20/2015,6/23/2015
665111333,-42.69,6.58 AM,Between 6:00 pm and 10:00 pm,6/3/2015,6/4/2015
778924412,-11.26,1.01 PM,Between 6:00 pm and 5:59 pm (next day),5/20/2015,5/22/2015
200968243,-13.85,5.5 PM,Between 6:00 pm and 10:00 pm,5/9/2015,5/11/2015
552093880,-18.89,2.02 PM,Between 2:00 pm and 6:00 pm,5/15/2015,5/16/2015
363011341,-75.29,10.38 AM,Between 10:00 am and 2:00 pm,5/16/2015,5/20/2015
81097456,-10.94,9.54 PM,Between 2:00 pm and 6:00 pm,5/27/2015,5/29/2015
300012463,-18.16,2.49 AM,Between 6:00 pm and 5:59 pm (next day),6/10/2015,6/12/2015
556388678,-24.19,5.22 PM,Between 6:00 pm and 10:00 pm,6/5/2015,6/9/2015
232657568,-10.59,11.57 AM,Between 6:00 pm and 10:00 pm,4/24/2015,4/27/2015
757960419,-29,4.29 PM,Between 2:00 pm and 6:00 pm,5/21/2015,5/22/2015
923458226,-22.9,4.16 PM,Between 2:00 pm and 6:00 pm,6/2/2015,6/3/2015
488456031,-14.69,2.05 PM,Between 6:00 pm and 10:00 pm,5/27/2015,5/28/2015
107717727,-15.29,5.39 PM,Between 2:00 pm and 6:00 pm,6/4/2015,6/6/2015
18890784,-8.35,8.35 PM,Between 10:00 am and 2:00 pm,6/25/2015,6/27/2015
794778253,-10.89,12.32 PM,Between 2:00 pm and 6:00 pm,4/29/2015,4/30/2015
144955747,-0.65,10.2 PM,Between 2:00 pm and 6:00 pm,5/5/2015,5/7/2015
935528838,-35.79,2.07 AM,Between 10:00 am and 2:00 pm,6/30/2015,7/1/2015
130111288,-43.84,10.29 PM,Between 6:00 pm and 10:00 pm,5/13/2015,5/15/2015
450665623,-2.67,10.4 AM,Between 2:00 pm and 6:00 pm,4/13/2015,4/16/2015
260685369,    ,6.39 PM,Between 6:00 pm and 10:00 pm,5/1/2015,5/4/2015
457792281,-0.35,6.24 PM,Between 2:00 pm and 6:00 pm,6/14/2015,6/17/2015
998512772,-10.21,3:00 PM,Between 6:00 pm and 5:59 pm (next day),5/8/2015,5/11/2015
530136346,-7.32,11.26 AM,Between 2:00 pm and 6:00 pm,5/18/2015,5/19/2015
665192769,-0.35,8.04 AM,Between 10:00 am and 2:00 pm,6/28/2015,6/30/2015
844543772,-21.89,10.57 AM,Between 6:00 pm and 10:00 pm,6/13/2015,6/17/2015
970319098,-17.64,9.59 AM,Between 10:00 am and 2:00 pm,6/24/2015,6/25/2015
893962358,-10.64,8.26 AM,Between 10:00 am and 2:00 pm,6/12/2015,6/15/2015
664764846,-3.95,1:00 AM,Between 10:00 am and 2:00 pm,6/18/2015,6/22/2015
285412843,-0.45,2.13 AM,Between 2:00 pm and 6:00 pm,4/19/2015,4/21/2015
944047788,-14.49,8.31 AM,Between 2:00 pm and 6:00 pm,6/11/2015,6/15/2015
282547194,-16.79,4.12 PM,Between 10:00 am and 2:00 pm,7/1/2015,7/6/2015
844645620,-11.9,6.04 PM,Between 2:00 pm and 6:00 pm,5/19/2015,5/20/2015
710386215,-9.99,1.25 PM,Between 10:00 am and 2:00 pm,6/7/2015,6/14/2015
921543583,-10.21,1.45 PM,Between 6:00 pm and 5:59 pm (next day),6/25/2015,6/27/2015
27883388,-34.74,3.45 PM,Between 2:00 pm and 6:00 pm,7/3/2015,7/6/2015
479480517,-13.84,11.55 AM,Between 6:00 pm and 10:00 pm,7/1/2015,7/2/2015
306213595,-38.79,3.4 PM,Between 6:00 pm and 10:00 pm,4/29/2015,4/30/2015
623274747,-2.8,6.02 PM,Between 2:00 pm and 6:00 pm,6/2/2015,6/3/2015
75477860,-10.84,1.36 PM,Between 10:00 am and 2:00 pm,5/20/2015,5/22/2015
921549391,    ,9.22 AM,Between 10:00 am and 2:00 pm,4/29/2015,4/30/2015
107304268,    ,4.47 PM,,6/1/2015,
381893655,-1.35,8.58 PM,Between 6:00 pm and 10:00 pm,6/15/2015,6/17/2015
907517881,-8.99,7.18 PM,Between 2:00 pm and 6:00 pm,6/3/2015,6/5/2015
641358075,-11.54,11.51 PM,Between 10:00 am and 2:00 pm,5/27/2015,5/30/2015
967021466,-16.09,3.33 PM,Between 2:00 pm and 6:00 pm,5/27/2015,5/29/2015
316375786,-7.49,10.12 AM,Between 10:00 am and 2:00 pm,7/1/2015,7/6/2015
722601438,-1.2,6.48 PM,Between 10:00 am and 2:00 pm,5/28/2015,6/1/2015
970079066,-13.53,4.3 PM,Between 10:00 am and 2:00 pm,6/30/2015,7/8/2015
616437158,-20.44,10.41 PM,Between 10:00 am and 2:00 pm,6/25/2015,7/1/2015
552362636,-7.49,11.15 PM,Between 6:00 pm and 10:00 pm,5/12/2015,5/14/2015
742506125,-10.45,4.12 PM,Between 6:00 pm and 10:00 pm,5/31/2015,6/2/2015
558367884,-8.74,11.43 PM,Between 6:00 pm and 10:00 pm,6/19/2015,6/22/2015
553957876,-8.74,10:00 PM,Between 6:00 pm and 10:00 pm,5/27/2015,5/30/2015
924982220,-8.79,8.52 PM,Between 6:00 pm and 10:00 pm,6/19/2015,6/22/2015
814503938,-16.05,5.16 PM,Between 6:00 pm and 10:00 pm,6/14/2015,6/22/2015
354387105,-3.9,1.22 AM,Between 10:00 am and 2:00 pm,6/1/2015,6/4/2015
125965852,-20.55,11.41 AM,Between 10:00 am and 2:00 pm,6/2/2015,6/4/2015
365220335,-4.35,3.12 PM,Between 2:00 pm and 6:00 pm,5/14/2015,5/15/2015
968891432,-1.95,3.25 PM,Between 6:00 pm and 10:00 pm,4/22/2015,4/23/2015
533009062,-15.64,1.42 AM,Between 10:00 am and 2:00 pm,4/17/2015,4/21/2015
311054944,-1.7,10.58 AM,Between 2:00 pm and 6:00 pm,5/7/2015,5/9/2015
598018784,-45.04,10.08 PM,Between 10:00 am and 2:00 pm,4/13/2015,4/16/2015
86611131,-11.14,11.2 PM,Between 6:00 pm and 10:00 pm,6/7/2015,6/16/2015
245941797,-7.49,2.25 PM,Between 2:00 pm and 6:00 pm,6/28/2015,6/30/2015
6519451,-7.49,10.32 PM,Between 2:00 pm and 6:00 pm,5/25/2015,5/27/2015
245340632,-73.64,11.55 AM,Between 10:00 am and 2:00 pm,7/3/2015,7/5/2015
683989436,-24.79,3.39 PM,Between 6:00 pm and 10:00 pm,6/1/2015,6/2/2015
876959724,-12.49,11.32 AM,Between 10:00 am and 2:00 pm,6/26/2015,6/30/2015
281753789,-32.59,11.43 PM,Between 6:00 pm and 10:00 pm,6/5/2015,6/8/2015
42240505,-13.21,12.48 PM,Between 6:00 pm and 5:59 pm (next day),5/19/2015,5/21/2015
961366192,-13.39,4.24 PM,Between 6:00 pm and 10:00 pm,6/17/2015,6/18/2015
415688523,-34,10.09 AM,Between 2:00 pm and 6:00 pm,7/4/2015,7/6/2015
34800004,-51.69,12.2 AM,Between 6:00 pm and 10:00 pm,6/4/2015,6/6/2015
678515407,-20.9,10.24 AM,Between 10:00 am and 2:00 pm,5/2/2015,5/4/2015
243272283,-7.49,4.58 PM,Between 10:00 am and 2:00 pm,6/23/2015,7/3/2015
329220165,-9.69,7.38 AM,Between 6:00 pm and 10:00 pm,6/26/2015,6/29/2015
462759766,-27.24,2.5 PM,Between 6:00 pm and 10:00 pm,5/27/2015,5/28/2015
22624132,-13.36,3.53 PM,Between 6:00 pm and 5:59 pm (next day),6/13/2015,6/18/2015
778968286,-29.79,8.35 PM,Between 2:00 pm and 6:00 pm,5/13/2015,5/15/2015
671149527,-17.79,1.5 PM,Between 10:00 am and 2:00 pm,7/1/2015,7/3/2015
214314612,-7.49,3.33 PM,Between 2:00 pm and 6:00 pm,6/7/2015,6/11/2015
16738369,-12.16,12.56 PM,Between 2:00 pm and 6:00 pm,6/16/2015,6/18/2015
498214886,-8.49,9.55 PM,Between 10:00 am and 2:00 pm,5/27/2015,6/3/2015
328547190,-11.44,10.02 PM,Between 2:00 pm and 6:00 pm,6/3/2015,6/5/2015
689514231,-11.54,5.16 PM,Between 2:00 pm and 6:00 pm,5/13/2015,5/14/2015
403967730,-7.49,4.4 PM,Between 10:00 am and 2:00 pm,5/27/2015,5/29/2015
948876106,-13.54,8.35 PM,Between 6:00 pm and 10:00 pm,7/1/2015,7/3/2015
981392164,-7.49,11.37 PM,Between 2:00 pm and 6:00 pm,5/27/2015,5/29/2015
166107371,-1,6.33 PM,Between 2:00 pm and 6:00 pm,6/29/2015,6/30/2015
117744661,-7.35,12.07 AM,Between 6:00 pm and 10:00 pm,5/30/2015,6/1/2015
797930756,    ,10.46 PM,Between 10:00 am and 2:00 pm,5/18/2015,5/20/2015
302328350,-8.54,1.55 PM,Between 10:00 am and 2:00 pm,4/25/2015,4/28/2015
755014853,-7.49,11.41 AM,Between 2:00 pm and 6:00 pm,6/26/2015,6/27/2015
888394164,-35.26,10.3 AM,Between 6:00 pm and 5:59 pm (next day),4/29/2015,4/30/2015
188792263,-12.9,10.21 PM,Between 2:00 pm and 6:00 pm,6/23/2015,6/25/2015
484040213,-14.49,5.26 PM,Between 6:00 pm and 10:00 pm,4/29/2015,4/30/2015
779576516,-1.95,8.44 PM,Between 6:00 pm and 10:00 pm,5/29/2015,6/1/2015
460001813,-8.55,11.16 AM,Between 2:00 pm and 6:00 pm,5/28/2015,5/29/2015
772713625,-2.55,11.06 AM,Between 6:00 pm and 10:00 pm,5/27/2015,5/28/2015
648083918,-3.6,10.38 PM,Between 2:00 pm and 6:00 pm,5/28/2015,6/4/2015
65644478,-8.55,11.03 AM,Between 10:00 am and 2:00 pm,5/24/2015,5/26/2015
896636237,-30,9.18 PM,Between 6:00 pm and 5:59 pm (next day),4/11/2015,4/17/2015
191878174,    ,11.56 AM,Between 2:00 pm and 6:00 pm,5/10/2015,5/12/2015
609888115,-140.09,12.33 PM,Between 6:00 pm and 10:00 pm,4/30/2015,5/2/2015
354184121,-15.54,6.08 PM,Between 2:00 pm and 6:00 pm,6/27/2015,7/1/2015
717660051,-1.1,12.5 AM,Between 10:00 am and 2:00 pm,4/5/2015,4/8/2015
576981948,-21.94,7.13 PM,Between 2:00 pm and 6:00 pm,6/14/2015,6/17/2015
951110196,-20.19,6.49 PM,Between 10:00 am and 2:00 pm,6/6/2015,6/9/2015
306910097,-9.24,10.45 PM,Between 10:00 am and 2:00 pm,4/30/2015,5/2/2015
683880329,-17.84,4.46 PM,Between 10:00 am and 2:00 pm,4/18/2015,4/21/2015
619295027,    ,2.5 PM,Between 10:00 am and 2:00 pm,4/23/2015,4/27/2015
880467521,    ,9.39 PM,Between 6:00 pm and 10:00 pm,4/23/2015,4/27/2015
160132468,-4.95,7.13 PM,Between 6:00 pm and 5:59 pm (next day),5/21/2015,5/25/2015
134155751,-1.4,8.02 AM,Between 10:00 am and 2:00 pm,5/1/2015,5/4/2015
55482724,-16.84,9.29 AM,Between 6:00 pm and 10:00 pm,4/10/2015,4/13/2015
882864539,-8.54,2.27 PM,Between 10:00 am and 2:00 pm,6/23/2015,6/25/2015
695283280,-27.29,11.57 AM,Between 6:00 pm and 10:00 pm,6/17/2015,6/19/2015
421431878,-29.45,6.59 PM,Between 10:00 am and 2:00 pm,5/24/2015,5/26/2015
613851717,-41.44,2.1 PM,Between 6:00 pm and 10:00 pm,4/21/2015,4/22/2015
300672523,-20.19,11.29 PM,Between 10:00 am and 2:00 pm,7/1/2015,7/8/2015
698163197,-8.85,5.36 PM,Between 2:00 pm and 6:00 pm,4/14/2015,4/15/2015
363185104,-7.49,8.39 AM,Between 6:00 pm and 10:00 pm,6/5/2015,6/6/2015
68204321,-28.99,3.45 PM,Between 6:00 pm and 10:00 pm,4/9/2015,4/13/2015
842230973,-60.83,3.45 PM,Between 10:00 am and 2:00 pm,4/15/2015,4/22/2015
280232630,-31.74,1.5 PM,Between 6:00 pm and 10:00 pm,6/7/2015,6/11/2015
428652009,-7.49,11.52 AM,Between 6:00 pm and 10:00 pm,5/27/2015,5/28/2015
580186225,-14.64,2.32 PM,Between 2:00 pm and 6:00 pm,5/13/2015,5/14/2015
540882025,-0.6,2.15 PM,,7/4/2015,
100911682,-3.21,10.08 PM,Between 6:00 pm and 5:59 pm (next day),4/10/2015,4/13/2015
392871741,-19.39,10.49 AM,Between 2:00 pm and 6:00 pm,6/20/2015,6/22/2015
873135814,-32.93,11.45 AM,Between 10:00 am and 2:00 pm,6/7/2015,6/13/2015
576724743,    ,10.25 PM,Between 6:00 pm and 10:00 pm,6/21/2015,6/24/2015
638586239,    ,5.49 PM,Between 6:00 pm and 10:00 pm,4/18/2015,4/20/2015
930045080,-7.49,11.31 PM,Between 6:00 pm and 10:00 pm,6/3/2015,6/6/2015
369499948,-12.19,12.13 AM,Between 6:00 pm and 10:00 pm,4/9/2015,4/13/2015
573091256,-17.99,11.3 AM,Between 2:00 pm and 6:00 pm,5/31/2015,6/2/2015
427812088,-18.94,10.5 PM,Between 10:00 am and 2:00 pm,5/26/2015,5/31/2015
311430957,-12.84,2.01 PM,Between 2:00 pm and 6:00 pm,6/10/2015,6/13/2015
714867815,-16.44,1.59 PM,Between 2:00 pm and 6:00 pm,6/28/2015,7/1/2015
390762738,-7.49,7.5 PM,Between 6:00 pm and 10:00 pm,4/8/2015,4/11/2015
231518069,-1,3.59 PM,Between 2:00 pm and 6:00 pm,4/28/2015,4/30/2015
340251579,-10,12.05 AM,Between 6:00 pm and 10:00 pm,5/14/2015,5/15/2015
503041856,-16.54,9.54 PM,Between 2:00 pm and 6:00 pm,5/5/2015,5/7/2015
488545316,-10,6.05 PM,Between 6:00 pm and 10:00 pm,6/27/2015,6/29/2015
258323930,-12.45,12.53 PM,Between 10:00 am and 2:00 pm,6/11/2015,6/15/2015
346128711,-1,8.29 PM,Between 6:00 pm and 10:00 pm,5/11/2015,5/13/2015
27539465,-1.8,12.05 PM,Between 10:00 am and 2:00 pm,6/16/2015,6/18/2015
289565947,-58.12,12.49 PM,Between 6:00 pm and 10:00 pm,6/17/2015,6/19/2015
262728004,-25.75,12.14 PM,Between 10:00 am and 2:00 pm,5/30/2015,6/2/2015
316628473,-22.25,5.59 PM,Between 6:00 pm and 10:00 pm,5/11/2015,5/12/2015
475967190,-7.49,10.04 PM,Between 2:00 pm and 6:00 pm,6/3/2015,6/6/2015
964749737,-3.1,11.37 PM,Between 10:00 am and 2:00 pm,5/10/2015,5/13/2015
56073828,-26.54,8.07 PM,Between 2:00 pm and 6:00 pm,7/1/2015,7/3/2015
780855654,-5.5,5.36 PM,Between 2:00 pm and 6:00 pm,4/21/2015,4/22/2015
716666457,-14.09,10.08 AM,Between 2:00 pm and 6:00 pm,6/4/2015,6/5/2015
547014832,-9.14,4.32 PM,Between 6:00 pm and 10:00 pm,4/5/2015,4/9/2015
35242686,-19.84,11.33 AM,Between 2:00 pm and 6:00 pm,5/14/2015,5/18/2015
706388896,-14.64,1.37 PM,Between 2:00 pm and 6:00 pm,6/1/2015,6/3/2015
1207070,-10.55,9.27 PM,Between 6:00 pm and 10:00 pm,6/17/2015,6/20/2015
591796115,-0.75,9.37 PM,Between 6:00 pm and 10:00 pm,5/29/2015,6/2/2015
108876505,-7.49,6.17 PM,Between 6:00 pm and 10:00 pm,7/3/2015,7/6/2015
311786789,-16.74,6.39 PM,Between 2:00 pm and 6:00 pm,4/15/2015,4/17/2015
751472746,-0.52,12.29 PM,Between 10:00 am and 2:00 pm,4/29/2015,4/30/2015
889215101,-8.6,7.26 AM,Between 2:00 pm and 6:00 pm,5/30/2015,6/1/2015
624625794,    ,3.03 PM,Between 10:00 am and 2:00 pm,5/26/2015,5/28/2015
854242796,-34.34,7.52 PM,Between 10:00 am and 2:00 pm,7/1/2015,7/5/2015
874997409,-35.39,4.1 PM,Between 10:00 am and 2:00 pm,6/21/2015,6/24/2015
966443529,-7.49,11.53 PM,Between 10:00 am and 2:00 pm,5/9/2015,5/13/2015
